абидныи,обидный
забыть,забывчивость
забѣгъ,отряд
забѣжати,спрятаться
завадитисѧ,замешкаться
завалъ,бугор
завести,подымать
завидимыи,завидовать
зависть,зависть
завистьныи,достойный
завити,закрывать
заводъ,граница
заводьныи,прилагательное
завоитыи,извилистый
завора,запор
заворотитисѧ,отвращаться
заворочати,возвращать
заворъ,засово
завтра,день
завтрокъ,завтрак
завтрѣѥ,утро
завѣсити,закрывать
завѣтриѥ,ветер
завѣтрьнии,ветер
завѣтрьнии,ветер
завѣтьныи,обетный
завѧзати,завязывать
загладитисѧ,стираться
загнѣсти,закрывать
заговорити,заключать
заговоръ,товарищество
заговѣны,заговенье
загонениѥ,увод
загонити,завладевать
загонъ,отряд
загориѥ,место
загородиѥ,место
загорѣтисѧ,загораться
заграда,заслон
заградити,закрывать
заградитисѧ,замыкаться
загражати,закрывать
загремѣти,греметь
загънати,прогнать
загънати,уводить
задатисѧ,принимать
задвориѥ,место
задушьныи,предстательствовать
задъ,зад
задь,сторона
задьнии,будущий
задьргатисѧ,всхлипывать
задѣлати,починять
задѣлати,замуровывать
задѣти,назначать
зажещисѧ,загораться
зажитьникъ,фураж
зажьжениѥ,поджог
зазирати,ставить
зазорити,поискупать
зазоръ,упрек
зазорьныи,стыдный
зазорьныи,неприличный
зазълити,обижать
зазъляти,причинять
зазълѣниѥ,зло
зазывьщичь,прилагательное
зазьрѣти,обижать
зазьрѣтисѧ,осуждать
заимати,касаться
заиматисѧ,заниматься
заимище,место
заимодавьць,заем
заимъ,заклад
заити,зашедшать
заказовати,запрещать
заказывати,указывать
закалати,убивать
закладати,затыкать
закладывати,отдавать
закланиѥ,жертва
заклати,убивать
заклатисѧ,приносить
закликати,запрещать
заклинатель,заклинание
закличь,огласка
заключати,запирать
заключити,заключать
заклѣпсти,затворять
заклѧти,заповедовать
заковати,заковывать
заколеникъ,жертва
заколениѥ,жертвоприношение
заколъ,рыба
законодавьць,закон
законоданиѥ,узаконение
законодатель,закон
закононаслѣдити,унаследовать
законопись,закон
законоположениѥ,закон
законоположениѥ,узаконение
законоположитель,закон
законоположьникъ,закон
законоположьныи,закон
законоправило,постановление
законопрѣступениѥ,нарушение
законопрѣступлениѥ,нарушение
законопрѣступьникъ,закон
законоуставьникъ,закон
законоучитель,закон
законъ,закон
законьникъ,закон
законьно,согласно
законьнослужьбьныи,служащий
законьныи,закон
законьнѣ,закон
закосъ,подать
закосъ,луг
закосьныи,относиться
закусати,кормить
закустовиѥ,место
залагати,давать
залетѣти,влетать
залечи,забывать
залогъ,термин
заложити,залог
заложитися,отдавать
залучиѥ,болото
залывиѥ,лес
залѣсъ,место
замарьныи,прилагательное
заматерѣти,состариться
замачати,плод
замерети,замирать
заметати,раскидывать
замовьничьныи,баня
заморити,замучивать
замориѥ,место
заморозъ,река
замудѣниѥ,задержка
замуровати,замуровывать
замъкнути,замыкать
замъра,инструмент
замыкати,запирать
замыслити,выдумывать
замышлениѥ,замысел
замѣнити,заменять
замѧсти,возмущать
замѧтьня,беспокойство
занарѧдъ,одежда
заовиньныи,овин
заостровиѥ,название
запа,надежда
западьныи,засада
запазушьныи,находиться
запалити,сжигать
запалитисѧ,зажигать
запасти,скрываться
запасъ,припас
запасьныи,запас
запереложити,засеваться
запечатати,запечатывать
запечататисѧ,запирать
запиратисѧ,запираться
заплакати,заплакать
заплатити,полагать
заплатити,заплатить
заплащати,класть
заплетина,косичка
заплотина,плотина
заповѣданиѥ,заповедовать
заповѣдохранитель,хранитель
заповѣдь,наставление
заповѣдь,поручение
заповѣдѣти,объявлять
запоица,пьяница
заполки,участок
заполькъ,поле
запона,кусок
запраздьновати,праздновать
запросъ,просить
запрѣстольныи,престол
запрѣтисѧ,отказываться
запрѣтити,угрожать
запрѣщати,позволять
запрѣщениѥ,запрещение
запустити,давать
запусто,конец
запустошити,опустошать
запустъ,бег
запъ,мнение
запѣвати,петь
запѧтая,знак
запѧти,след
запѧти,передразнять
запѧть,вместе
запѧтьнити,клеймо
заразити,убивать
зараниѥ,рассвет
заратитисѧ,начинать
заревъ,август
зарекновати,давать
заречениѥ,зарок
зарещисѧ,давать
зарокъ,срокитраница
заронити,уничтожать
зарочьныи,прилагательное
зарубати,вкапывать
зарубежиѥ,место
зарукавиѥ,рукав
заръдѣтисѧ,покраснеть
заръдѣтисѧ,устыжаться
зарьство,блеск
заря,сияние
зарѣзати,убивать
зарѣчиѥ,место
засада,войско
засадьникъ,засада
заскопиѥ,сомнение
заслати,подсылать
засобитыи,частый
засобь,за
засовитыи,двустворчатый
засовъ,запор
засрамити,приводить
застава,отряд
заставити,отдавать
заставица,конец
застати,находить
застатисѧ,находить
заствьщикъ,воин
застежька,крючок
застояти,докучать
застоятисѧ,оставаться
застрекнути,поставлять
заступати,заслонять
заступити,избавлять
заступъ,войско
заступъ,ржавое
заступьникъ,заступник
заступьница,заступница
застѣнитисѧ,скрываться
застѣниѥ,местность
застѣнокъ,место
засути,закопать
засъвѣдѣтелевати,становиться
засылати,посылать
засѣсти,завладевать
засѣчи,перерезывать
засѣчися,укрепляться
засѧщи,касаться
затаити,скрывать
затваряти,заключать
затворити,запирать
затворитисѧ,запираться
затворъ,плева
затинка,знак
затонъ,половодье
заточениѥ,заточение
заточьникъ,заточение
затура,орудие
затъкнути,закрывать
затъщеѥ,бесполезный
затылокъ,затылок
затылокъ,переплет
затыниѥ,место
затѣвати,планировать
затѧзати,стягивать
заулокъ,тупик
заутра,утро
заутреи,день
заутрокъ,завтрак
заутрьнии,утренний
заушати,дергать
заушиѥ,край
зачатисѧ,зачинать
заяпъ,сомнение
заяпѣтисѧ,подозревать
заяти,взять
заяти,зажигать
заячарь,заяц
заячии,заячий
заѣздъ,подать
заѣздьщикъ,подать
званиѥ,название
звательныи,существительное
звати,звать
звено,цепь
звенѣти,звенеть
звиздъ,шум
звиздѣниѥ,свист
звонити,петь
звонъ,звон
звоньць,колокольчик
звукъ,звук
звьно,позвонок
звѣздозьрьць,звезда
звѣздочьтиѥ,астрология
звѣздочьтьць,книга
звѣреобразьныи,подобный
звѣрина,зверь
звѣриница,зверь
звѣрица,зверь
звѣрокърмьць,зверь
звѣролютыи,псевдохристианский
звѣрообразьныи,подобный
звѣрохыщьныи,добыча
звѣроядина,зверь
звѣцати,звон
звѧкнути,издавать
звѧцати,звон
звѧщи,говорить
зголовиѥ,изголовье
здравити,здоровый
здравыи,целый
здравьствовати,здоровый
здравьствовати,благополучный
здьрнути,знак
здѣ,сюда
здѣсе,сюда
зекрыи,голубоглазый
зелеза,болезнь
зеленина,овощ
зелень,цвет
зелень,виноград
зелииница,зелье
зелииничьство,лекарство
зелииныи,прилагательное
зелиѥ,пища
земледьржьць,земля
земледѣланиѥ,возделывание
землетрудьняти,возделывать
землимѣритель,земля
земльныи,устроенность
земльскыи,тленный
земля,земля
землянинъ,хозяин
землѧныи,владение
земовластьць,начальник
земьникъ,разбойник
земьныи,земной
земьныи,земной
земьскыи,земной
земьць,владелец
зенденинъ,шелковый
зендень,ткань
зеремѧ,бобров
зеусъ,планета
зеферь,ветер
зиждитель,строитель
зиждьникъ,созидатель
зижителевъ,строитель
зижитель,творец
зижительныи,творец
зима,холод
зимовати,проводить
зимовище,жилище
зимьнии,зимний
зимьнии,стужа
зипунъ,кафтан
зияти,разинуть
злаконосивыи,бобовые
златоглаголивыи,говорящий
златодѣланыи,вылитый
златодѣтель,золото
златоиманиѥ,приобретение
златоименьныи,одноименный
златокованыи,золото
златокрилыи,золотой
златолюбиѥ,любовь
златолюбьць,золото
златообразьныи,золото
златописаныи,золото
златосияньныи,золото
златосиѧи,золото
златосъкованыи,золото
златосътвореныи,золото
златотвореныи,золото
златоустовъ,прилагательное
златуулученыи,золотой
златыи,желтый
златьникъ,монета
златьныи,золотоносный
злотовьрхыи,золотой
злотьникъ,монета
змиика,знак
змииникъ,ересь
змииноглавьць,голова
змиѥвыи,змеиный
змиѥобразьныи,подобный
змьѥимьць,рука
змьѥсѣча,змея
змѣи,снаряд
змѣица,знак
знаменати,указывать
знаменати,отмечать
знаменатисѧ,отличать
знаменатисѧ,перекрещиваться
знамениѥ,знак
знамениѥ,знак
знаменьныи,служащий
знаменьщикъ,живописец
знамѧ,знак
знати,видеть
знатисѧ,знакомый
знатисѧ,познаваться
знатьба,признак
знахарь,дело
знаѥмыи,знакомый
зноиныи,жаркий
зобати,кушать
зобь,еда
зобьница,тело
зобьня,тело
золодѣи,зло
золотити,золотить
золото,золото
золотовьрхыи,золотой
золотоносьць,золото
золотошвеи,золото
золотьникъ,монета
зорити,приводить
зорьнѣсть,мясо
зоря,заря
зубоѣжа,драка
зубъ,зуб
зугель,планета
зудологъ,семя
зуфь,ткань
зъвъ,приглашение
зълити,ухудшать
зъло,грех
зълоба,грех
зълобиѥ,зло
зълобовати,творить
зълобожьныи,безбожный
зълобь,несчастие
зълобьникъ,зло
зълобѣсовъ,прилагательное
зъловидьныи,злой
зъловѣстити,говорить
зълоглашениѥ,зло
зълогрѣшьныи,грешный
зълодѣи,злодей
зълодѣяниѥ,злодеяние
зълодѣяти,делать
зълокъзниѥ,действие
зълокъзньство,коварство
зълоликыи,лицо
зъломыслиѥ,мысль
зъломысльство,мысль
зълонравиѥ,нрав
зълонравьникъ,человек
зълонравьство,нрав
зълообычаи,обычай
зълообычьныи,прилагательное
зълоприимивыи,восприимчивый
зълоприлучьныи,прискорбный
зълопрѣльстьныи,соблазнять
зълородиѥ,происхождение
зълородьныи,дурной
зълорѣчити,говорить
зълословесити,разговор
зълословесиѥ,слово
зълословиѥ,слово
зълосмрадиѥ,дурно
зълосмрьдѣниѥ,смрад
зълосьрдиѥ,злоба
зълосьрдыи,бессердечный
зълоумиѥ,помысел
зълоухыщрениѥ,коварство
зълочьстивыи,нечестивый
зълоядръ,скорый
зълурадыи,зло
зълыи,дурной
зъль,грех
зъльныи,прилагательное
зъльць,злодей
зълѣ,дурно
зълѣславьныи,дурной
зыбатисѧ,нетвердый
зыбежь,возмущение
зыбь,трясина
зьданиѥ,творение
зьдатель,творец
зьдати,строить
зьдатисѧ,создавать
зьдъ,постройка
зьрнь,кость
зьрьноберьць,собиратель
зьрьцало,планширь
зьрѣти,видеть
зѣкрыи,голубоглазый
зѣло,очень
зѣло,твердо
зѣлоопытьныи,опытный
зѣлопытьнѣ,тщательно
зѣльная,название
зѣничьныи,прилагательное
зѧбити,порождать
зѧть,дочь
зѧтьныи,прилагательное
и,в
и,местоимение
ианнуарии,январь
ивъка,слово
игемоновъ,прилагательное
игемонъ,начальник
иглинъ,прилагательное
иглѧнъ,прилагательное
иго,ярмо
игралище,место
играти,смеяться
игрище,зрелище
игрушька,игра
игрь,игра
игрьныи,игра
игуменити,игумен
игумения,игумен
игуменовъ,прилагательное
игуменъ,настоятель
игуменъ,руководитель
игуменьство,игумен
идоложренина,мясо
идоложьртвьныи,жертва
идоломольць,идол
идолослужениѥ,идол
идолослужитель,идол
идолослужьникъ,идол
идолотворъ,идол
идольскыи,прилагательное
идти,идти
идѣ,где
ижгилити,одолевать
иждекона,время
иждити,истрачивать
иже,который
ижица,основа
изба,дом
избавити,освобождать
избавъ,избавитель
избивати,разбивать
избитисѧ,перебивать
изборьникъ,книга
избраникъ,выбор
избранити,воспрещать
избрати,избирать
избратисѧ,высвобождаться
избрѣсти,выпутываться
избывати,изобиловать
избыти,избавляться
избытисѧ,уцелеть
избытъковати,изобиловать
избытъкъ,избыток
избытъчьныи,излишний
избытъчьствити,избыток
избытъчьствиѥ,изобилие
избытьствовати,иметь
избѣжати,убегать
избѣщи,убегать
изведениѥ,исполнение
извеременити,выбирать
извести,производить
извести,загробный
изветъшати,обветшать
изветъшати,запущенный
извинитися,оправдывать
извинутися,избавляться
извитисѧ,отставать
извитиѥ,нить
извлѣщи,вывести
извлѣщисѧ,снимать
изводити,отстаивать
изводъ,свод
изволениѥ,изволение
изволитель,пожелать
изволити,захотеть
изволитисѧ,угодный
изволодѣти,совладать
изворь,источник
изврагъ,выкидыш
изврѣщи,удалять
изврѣщи,сокрушать
извъну,наружу
извыкнути,научаться
извьргати,удалять
извѣстити,подтверждать
извѣститися,удостоверяться
извѣстиѥ,свидетельство
извѣсто,тщательно
извѣстовати,свидетельствовать
извѣстославити,определять
извѣстословити,определять
извѣстыи,верный
извѣстьникъ,извещать
извѣстьно,точно
извѣстьныи,верный
извѣстѣ,прилежно
извѣсъ,гиря
извѣтовати,говорить
извѣтъ,отговорка
извѣчьныи,всегдашний
извѣщати,уверять
извѣщениѥ,доказательство
извѣятисѧ,рассеиваться
изганяти,выгонять
изглаголати,высказывать
изгнильныи,слабый
изгодити,улучать
изгоискыи,прилагательное
изгонити,напасть
изгонитисѧ,изгонять
изгоньныи,прилагательное
изгорѣти,сжигать
изготовити,подготовить
изгоѥвъ,прилагательное
изгружатисѧ,погружаться
изгрѣбиѥ,пакля
изгрѣбь,пакля
изгрѣбьнѧныи,пакля
изгубити,уничтожать
изгубити,потерять
изгубляти,уничтожать
изгънати,захватить
изгыбель,исчезновение
изгыбениѥ,исчезновение
изгыбнути,исчезать
издавати,отпускать
издавьно,время
издалече,поодаль
издвоитисѧ,разделять
издивленыи,чудесно
издравьнати,исполнять
издълбеныи,камень
издъхнутисѧ,умирать
издьржати,сдерживать
издѣлати,устраивать
изекрыи,голубоглазый
изимати,захватывать
изиматисѧ,браться
изискати,отыскивать
изискати,вызывать
изискатисѧ,взыскивать
изискывати,искать
изити,проходить
изити,настигать
изливъ,вкус
излити,изливать
излихвавати,процент
излихоимьствовати,получать
излише,слишком
излишитисѧ,иметь
изложити,открывать
изломати,поломать
изломити,разбивать
излупитисѧ,вылупливаться
излюбити,предпочитать
излѣчениѥ,исцеление
излѣчити,исправлять
измагатисѧ,прилагать
измалати,разделять
изметати,выкидывать
изметьныи,война
изминути,перегнать
изминутисѧ,встречаться
измолити,упрашивать
изморомрати,источать
измостити,обкладывать
измочи,суметь
измочи,сила
измъжаниѥ,дряблость
измъждалыи,дряблый
измъждити,слабеть
измъждявати,слабеть
измъжчалыи,дряблый
измълвити,сказать
измълвливати,говорить
измыти,вымывать
измьрзнути,озябнуть
измѣна,смена
измѣнитисѧ,переодеваться
измѣнитисѧ,сходить
измѣноватисѧ,заменять
измѣнятисѧ,переодеваться
измѣрѧти,мерить
измѧкчити,ослаблять
изнаити,возвращать
изначальство,изначальный
изнебыти,погибать
изневолити,порабощать
изневѣритися,изменник
изнемагати,терять
изнемоганиѥ,сила
изнемогати,терять
изнемощи,потерять
изнести,производить
изнестисѧ,удаляться
изникнути,происходить
изницати,раздаваться
износити,произносить
износити,заимствовать
изнурити,издерживать
изньрѣти,избегать
изобилити,изобильный
изобразовати,показывать
изоброчити,обкладывать
изобрѣсти,придумывать
изобрѣтениѥ,находка
изоимати,схватывать
изокъ,июнь
изоостатисѧ,оставаться
изополѣтисѧ,разгневаться
изорбафъ,золотой
изорьничь,прилагательное
изотъщаниѥ,истощение
изработатисѧ,выкупиться
изречи,сказать
изржавѣти,поддаваться
изрицати,произносить
изрои,поллюция
изрокъ,грех
изронъ,урон
изручь,жезл
изрѣзати,отрезать
изрѣшити,избавлять
изрѧдити,изготавливать
изрѧдити,выстраивать
изрѧдитисѧ,наряжаться
изрѧдьно,чрезвычайно
изрѧдьныи,чрезвычайный
изрѧдьнѣѥ,преимущественно
изувати,снимать
изуватисѧ,снимать
изумити,сводить
изумитисѧ,обезуметь
изумлятисѧ,сходить
изумѣниѥ,безумие
изумѣти,знать
изумѣтисѧ,изумляться
изути,снимать
изути,снимать
изутрьюду,изнутри
изучити,научать
изучитисѧ,изучать
изъ,из
изъ,причина
изъѣдати,разъедать
изъѣхати,выезжать
изѣкрыи,голубоглазый
изѧти,взять
изѧти,вытаскивать
изѧтисѧ,взять
изѧщьньствиѥ,величие
изѧщьство,величие
иконоборьць,христианство
икономьскыи,прилагательное
иконьникъ,создатель
икуна,изображение
икуньникъ,изображение
ильстити,погубить
иманиѥ,сбор
имати,брать
имела,приманка
именованиѥ,название
именовати,признавать
именотвориѥ,создание
именьныи,называть
имывати,брать
имѣниѥ,пожитки
имѣти,думать
имѧ,имя
имѧтворениѥ,создание
инако,иначе
инаковьство,инок
инамошьстьныи,иной
индиктионъ,период
индиктъ,время
индития,одежда
индѣ,место
инии,мороз
инобожьствиѥ,бог
иновидьныи,выглядеть
иновѣрьныи,иной
иновѣрьць,вера
иновѣрьць,вера
иногда,однажды
инозаконьныи,иной
инозрачьныи,выглядеть
инокнѧжьньць,князь
инокнѧжьць,князь
иноковати,инок
инокыи,отшельнический
иномысльныи,характер
иноплеменичьскыи,иноплеменный
иноплеменьникъ,племя
иноплеменьныи,племя
иноплошь,сплошь
иносельникъ,вместе
иносильныи,решительный
иностань,непрерывно
иносущьныи,различный
инотѧжьныи,всегдашний
иноходь,вид
иночии,первый
иночимль,прилагательное
иночь,жена
иночьнии,первый
иночьныи,иноческий
иночьство,единство
иночьствовати,инок
иноядьць,пища
инуду,путь
инудѣ,место
инудѧ,путь
инчи,жемчуг
инъгда,некогда
инъгодъ,год
инъдѣ,место
иныи,некоторый
иота,буква
ипатьскыи,прилагательное
ипьскыи,оверньский
исадъ,пристань
исадьскыи,прилагательное
иселениѥ,переселение
иселити,переселять
иселятисѧ,переселяться
исказати,описывать
исканиѥ,вопрос
искапити,проливать
искати,просить
исклъчити,растрачивать
исковати,заковывать
искони,сначала
исконибытьныи,бывший
исконьныи,изначальный
исконьчаватисѧ,достигать
исконьчати,исполнять
искоренениѥ,искоренение
искоренитель,искоренение
искоренити,погубить
искореньныи,искоренять
искореняти,вырывать
искосъ,место
искра,искра
искравыи,искра
искрачаниѥ,мучение
искривляти,вносить
искропати,зашивать
искропити,зашивать
искрь,искренне
искрьно,искренне
искрѣпнути,окрепнуть
искудити,обижать
искупити,выкупать
искуповати,пользоваться
искусити,отведывать
искуситисѧ,впадать
искусъ,разбой
искусьныи,испытанный
искушати,искушать
искушатисѧ,подвергаться
искушениѥ,искус
искълчениѥ,издержка
искыпати,всплеснуться
искыпѣти,вытекать
ислѣпати,вытекать
ислѣпити,ослеплять
ислѣпляти,выскакивать
испасти,ниспадать
испепелити,превращать
испепелѧти,сжигать
испещи,обжигать
исписати,расписывать
исплакати,стирать
исплатати,налагать
исповѣданиѥ,исповедь
исповѣдати,признаваться
исповѣдатися,признаваться
исповѣдатисѧ,исповедываться
исповѣдовати,сознаваться
исповѣдьникъ,пасомое
исповѣдѣти,сознавать
исподъ,низ
исполимыи,пламенный
исполинъ,силач
исполовьникъ,работать
исполокати,вымывать
исполѣновати,взять
испоносити,причинять
испостигнути,настигать
исправа,разбор
исправениѥ,улучшение
исправити,доставать
исправитисѧ,улучшаться
исправлениѥ,улучшение
исправливати,оправдывать
исправливатисѧ,направлять
испразнитисѧ,уничтожаться
испрати,мыть
испроврѣщи,опрокидывать
испрометати,одержить
испрометати,раскидывать
испря,извинение
испрѣти,оправдывать
испустити,подавать
испущати,испускать
испущатисѧ,исцеляться
испъланыи,пленить
испълнениѥ,совокупность
испълнити,наполнять
испълнитисѧ,оканчиваться
испълчатисѧ,ополчаться
испълчениѥ,войско
испълчениѥ,поход
испълчити,изготавливать
испълчитисѧ,изготавливаться
испъртити,расточить
испъртити,погубить
испытати,разузнавать
испытатисѧ,осуществляться
испытовати,исследовать
испытъ,испытание
испытьникъ,исследователь
испьрвьнии,правильный
испьсати,расписывать
исребрити,высеребрить
исромотити,осрамить
истариньныи,стародавний
истачати,подавать
истерти,уничтожать
истеряти,потерять
истесати,вытесывать
истещи,истекать
истина,справедливость
истина,имущество
истинолюбьць,истина
истиньникъ,правда
истиньновати,говорить
истиньныи,верный
истиньнѣ,верно
истиньствовати,говорить
исто,почка
истобъка,баня
истовати,подтверждать
истовыи,подлинный
истокъ,поток
истома,забота
истомьныи,тягостный
истонити,ослаблять
истора,расход
историчьскыи,история
источити,изливать
источьникъ,источник
истощити,изливать
истратити,истреблять
истрошити,растрачивать
истрошитисѧ,растериваться
истръптаныи,изменчивый
истрѣбити,очищать
истрѣбитисѧ,очищаться
истрѣзвитисѧ,отрезвляться
истрѣзвѣти,сопротивляться
истрѧснути,исторгать
истуканьныи,идол
иступити,переходить
иступитисѧ,слагать
истъргнути,вытаскивать
истъщити,истощить
истъщити,обнажать
истъщити,уничтожать
истъщитисѧ,израсходовать
истыи,правдивый
истьклосмыи,возвышенный
истьлити,застилать
истьлѣниѥ,порча
истьлѣти,погибать
истьргнути,вырывать
истьрзати,исторгать
истьцевъ,прилагательное
истьць,истец
истязаниѥ,указ
истязати,истязать
истязатисѧ,соперничать
истякнути,высыхать
истяскновениѥ,чахотка
истяскнути,потухать
истѣ,истина
истѧзыватисѧ,допрашивать
исунути,обнажать
исхарчити,истрачивать
исхлащатисѧ,уходиться
исхлащатисѧ,освобождаться
исходатаиствовати,выхлопатывать
исходити,вытекать
исходище,место
исходъ,окончание
исхожениѥ,удаление
исхытитисѧ,взять
исцѣлити,вылечивать
исцѣлити,вытребовать
исцѣлитисѧ,исцеляться
исцѣлятисѧ,вылечиваться
исцѣлѣвати,выздоравливать
исчезити,исчезать
исчезнути,презирать
исчернити,испачкать
исчисти,сосчитать
исчистисѧ,измерять
исчитати,вычислять
исыпати,вынимать
исѣщи,высекать
исѣщисѧ,биться
иулии,месяц
иунии,месяц
ичетыги,сапог
ишечькъ,ослик
июдеиство,еврей
иѥннуарии,январь
иѥнуаръ,январь
иѥракитъ,камень
иѥриствовати,священнослужитель
кабакъ,заведение
кабала,обязательство
кабатъ,одежда
кабы,приблизительно
каведь,изваяние
кавычька,знак
кадило,курение
кадильница,кадильница
кадь,корчага
кадь,тело
каженикъ,скопец
каженичь,прилагательное
каженичьскыи,прилагательное
казакъ,работник
казаниѥ,увещание
казателевыи,прилагательное
казати,сказать
казатисѧ,наставлять
казачии,наемный
казеньныи,казенный
казитисѧ,причинять
казна,имущество
казначеи,заведующий
казнити,подвергать
казнитисѧ,терпеть
казнь,наказание
казнь,правило
казъ,сафьян
казьньныи,казнь
каима,цвет
каимица,слово
каковыи,какой
какъ,как
каланды,новолуние
калантырь,пластина
калига,странник
калиграфъ,каллиграфия
калита,мешок
калпакъ,шапка
камениѥ,камень
каменобиѥниѥ,камень
каменьныи,каменистый
камка,ткань
камчатыи,червчатый
камы,камень
камыкъ,камень
камычьныи,прилагательное
камѧнометаниѥ,камень
кандило,лампада
кандильныи,кадило
канина,конь
канитель,вышивание
канительныи,прилагательное
канкеларии,императорский
кановичь,сын
канонъ,навечерия
каноньникъ,лицо
каноньныи,прилагательное
каноньныи,причесть
каноньскыи,неписать
канунъ,навечерия
кануньскыи,неписать
каньчивати,заключать
канютельныи,канитель
капати,капать
капити,лить
капище,жертвенник
капищеслужениѥ,капище
капищеслужьникъ,служащий
капищетворениѥ,создание
капищьныи,прилагательное
каповыи,прилагательное
каптанъ,повозка
каптура,шапка
капустьникъ,капуста
капустьникъ,огород
капь,изображение
капь,чешуе
капь,вес
караульныи,прилагательное
карвана,сокровищница
карии,караковый
кария,скоморох
каркинъ,рак
каркинъ,рак
кармазинъ,цвет
картулинъ,сафьян
касатисѧ,относиться
катапетазма,сень
катихумения,разряд
катихуменъ,разряд
катихумены,храм
катихуменьскыи,прилагательное
катокъ,камень
каторга,украшение
катунъ,стан
каузасиосъ,знак
кафтанъ,хлястика
кафтаньць,суженый
кация,жаровня
качьма,бегать
каша,кушанье
кашивати,косить
кашица,слово
каяти,исповедовать
каятисѧ,порицать
квасити,заквашивать
квасъ,сдоб
квасьныи,кислый
квасяница,мешок
квашениѥ,пища
квочити,льстить
кголдовати,покорный
кебенѧкъ,ненастье
келарьныи,прилагательное
келиица,слово
келия,жилище
кельица,слово
кенаникъ,стих
кентавръ,получеловек
кераменьникъ,керамика
керамида,плита
керамидиѥ,слово
керамидьникъ,керамика
кератъ,монета
кербать,судно
кербь,десяток
кереводъ,снасть
керемида,сосуд
кибить,деревцо
киверь,убор
кивотьныи,прилагательное
кидаръ,первосвященник
кидръ,дерево
киликъ,ткань
кимвалъ,инструмент
киндѧкъ,ткань
киндѧчьныи,сделать
киноварь,цвет
кинсонъ,монета
киньсьныи,прилагательное
кирпичьныи,кирпич
кирпукъ,камень
китаика,тафта
китоврасъ,существо
кичиги,знак
клада,бревешка
кладеньць,колодец
кладязище,место
кланятисѧ,просить
кланѧтисѧ,благодарить
класьныи,прилагательное
клеветарь,клеветник
клеветати,клеветать
клеветати,наговаривать
клеветивыи,склонный
клеветьникъ,доносчик
клеветьнолюбьць,клеветать
клеветьныи,обвинительный
клевьць,тарч
клевьць,молоток
клегътати,кричать
клеино,знак
клеинотъ,клеймо
клекътати,кричать
клекътъ,крик
клепало,ударять
клепаниѥ,звон
клепати,бить
клепачь,клепать
клечьтаниѥ,крик
клечьтъ,крик
кликаниѥ,крик
кликати,кричать
кликнути,закричать
клинъ,клин
клинъ,украшение
клиньцы,узор
клиньчатыи,скругленный
клирикъ,церковнослужитель
клиричьскыи,прилагательное
клиросъ,священнослужитель
клиросьныи,прилагательное
клиросьскыи,прилагательное
кличанинъ,крик
кличьныи,прилагательное
клиѥныи,смоляной
клобукъ,клобук
клобучьникъ,шапка
клокотати,трепетать
клокотъ,накипь
клокъ,коса
клопотати,греметь
клопотъ,грохот
клоснь,увечье
клосьнота,вред
клосьныи,хромой
клубъ,клубок
клюдити,бранить
клюка,хвастун
клюкавыи,хитрый
клюпотивыи,болтливый
клюсѧ,лошадь
ключати,делать
ключатисѧ,случаться
ключимыи,годный
ключити,заключать
ключитисѧ,случаться
ключовикъ,родник
ключь,засов
ключь,знак
кляпышь,миндаль
кляпышькъ,слово
клятва,клятва
клятисѧ,заклинать
клячити,хромать
клѣтба,храмина
клѣтъка,келья
клѣть,амбар
клѣтьныи,прилагательное
клѣтьца,слово
клѣщити,принуждать
клѧтвьникъ,клятва
клѧти,бранить
клѧцати,колебаться
клѧча,лошадь
кнодалъ,зверь
кнорозъ,вепрь
кнѣсъ,потолок
кобыла,самка
кобылина,мясо
кобылино,упряжь
кобылица,кобыла
кобылка,знак
кобь,предзнаменование
кованиѥ,изделие
кованьць,золото
коварьныи,хитрый
коварьствиѥ,ум
коварьство,лукавство
ковати,перековывать
ковати,серебро
коврига,хлеб
коврижька,хлеб
ковурыи,чубарый
ковъ,умысел
ковъ,верста
ковъкалъ,кубок
ковъчегъ,кивот
ковъчежьць,ящичек
ковыла,ковыль
ковылиѥ,ковыль
ковьникъ,зло
ковьръ,ковер
кодименто,название
кодрантисъ,монета
кожа,переплет
кожаныи,кожа
кожевьничьскыи,прилагательное
кожиньныи,кожа
кожица,лист
кожухъ,шуба
кози,орех
козица,слово
козичина,кожа
козорогъ,зодиак
козорожьць,созвездие
козырь,воротник
козьлина,шкура
козьлищарь,коза
козьлогласованьныи,нестройный
козьльрогъ,созвездие
кокошь,курица
кокощь,курица
колантырь,пластина
колачь,хлеб
колачьныи,прилагательное
колбаса,мясо
колесо,колесо
колесьникъ,мастер
колесьницегонитель,колесница
колесьничьникъ,колесница
колесьничьныи,колесница
колесьныи,колесо
колея,дорога
коли,когда
колиждо,каждый
