абидныи,обидный
въноутрьоудоу,внутри
въношеньѥ,приношение
въньзеныи,вонзенный
въоутрь,внутрь
въпамѧтовати,вспоминать
въпастисѧ,упасть
въплъщаѥмыи,воплощаемый
въразоумлѧтисѧ,вразумляться
въроучитисѧ,обручиться
върчати,ворчать
върѣваѥмыи,ввергаемый
въсыновленьѥ,усыновление
въсѣяныи,посеянный
въсѣяти,посеять
въторъкъ,вторник
въторѧти,повторять
въцѣсарениѥ,воцарение
въѣхати,въехать
вывлекати,извлекать
выволочити,вытащить
выгънаньѥ,изгнание
выкоупатисѧ,откупаться
выкоупитисѧ,откупиться
вылетѣти,вылететь
вылѣтати,вылетать
выпльвати,выплюнуть
выплюноути,выплюнуть
выръзывати,вырезать
высокомоудрьныи,высокомерный
вьдова,вдова
вьдовица,вдова
вьдововати,вдовствовать
вьдовьствиѥ,вдовство
вьдовьство,вдовство
вьдовьствовати,вдовствовать
вьдовьць,вдовец
вьдовѣти,вдоветь
вьрбовъ,вербный
вьржениѥ,втыкание
вьсевидѧщии,всевидящий
вьсенаслѣдьно,всецело
вьсепреподобьныи,преподобный
вьсесвѧтыи,пресвятой
вѣньчевати,увенчивать
гажатисѧ,годиться
гасноути,гаснуть
генварьскыи,январский
гласохвальныи,хвалебный
глоубиньныи,глубинный
гнѣватисѧ,гневаться
гнѣвьно,гневно
гнѣздити,гнездиться
голоубица,голубка
городьнии,городской
гороущии,горящий
гороущьныи,горчичный
горькомоудрьць,лжемудрец
господооубииць,богоубийца
гостолюбивыи,гостеприимный
гоуба,губа
гоубитель,губитель
гоубительствьнъ,губительный
гоумьно,гумно
гоусли,гусли
гоустыни,густота
грабьць,грабитель
градитель,строитель
грезна,гроздь
гроудь,грудь
грохотатисѧ,хохотать
двизатисѧ,двигаться
девѧтидесѧтьныи,девяностый
девѧтьдесѧтьныи,девяностый
десѧтьныи,десятый
дивоватисѧ,удивляться
добровольнѣ,добродетельно
добровольствьныи,добродетельный
монастырьница,монахиня
мороморѧныи,мраморный
морѧнинъ,моряк
моудро,мудро
моудрьць,мудрец
моужатисѧ,мужаться
моужелѣганиѥ,мужеложство
моужеоубиица,человекоубийца
моуха,муха
моученичьныи,мученический
моучительскыи,мученический
мравия,муравей
мравиѥ,муравьи
мрачениѥ,омрачение
мълнии,молния
мъногоглаватыи,многоголовый
мъногоглаголаниѥ,многословие
мъногогласьнъ,многоголосый
мъногодьневьнъ,многодневный
мъногоискоусьныи,многоопытный
мъногокрилатыи,многокрылый
мъногомоужьныи,многолюдный
мъногомысльнъ,многообразный
мъногооуказьнѣ,напоказ
мъногоплетениѥ,хитросплетение
мъногоплетеныи,хитросплетенный
мъногоразличьѥ,многообразие
мъноготьрпѣливыи,многотерпеливый
мъногочастьнѣ,многократно
мъногочисльнъ,многочисленный
мъскоусъ,мускус
мъскоусьныи,мускусный
мывь,мытье
мытисѧ,мыться
мытиѥ,мытье
мьдьлѧти,медлить
мьздовъзданиѥ,воздаяние
мьртвороженыи,мертворожденный
мѣдѧныи,медный
мѧкость,мягкость
наястисѧ,наесться
наятыи,нанятый
наблюдениѥ,наблюдение
нагърбитисѧ,сгорбиться
надалече,далеко
надежьныи,надёжный
надълагати,налагать
надѣяниѥ,надежда
надѣтисѧ,надеяться
назарѣянинъ,назорей
наковальнѧ,наковальня
накръвенъ,накрыт
наливати,наливать
нанесеньѥ,нападение
нанозити,занозить
наоучевати,обучать
напастьно,опасно
напередъ,вперед
напередь,вперед
написаѥмъ,написанный
напитаниѥ,пропитание
напитовати,питать
напредъ,впереди
напрежь,впредь
напълненыи,наполненный
напълнивати,наполнять
напълнѧтисѧ,наполняться
нарадоватисѧ,нарадоваться
нарикати,называть
нарикатисѧ,называться
наровьновати,разровнять
нарѣкатисѧ,называться
населитисѧ,поселиться
наслѣдъка,наследство
наставитель,наставник
насѣятель,сеятель
натирати,натирать
нафтъ,нефть
началолюбьць,властолюбец
начатыи,начатый
наѥмлемыи,наемный
неявленьныи,неизвестный
неблагобоязнивъ,неблагочестивый
неблагодареньѥ,неблагодарность
неблагодарьствьныи,неблагодарный
неблагоразоумьнъ,неразумный
небоязнивыи,безбоязненный
небогобоиныи,небогобоязненный
небреженьнъ,небрежный
невиданьныи,невиданный
невидѣныи,невиданный
невиньныи,невиноватый
невременьныи,несвоевременный
невъзапьныи,внезапный
невъзвратьныи,безвозвратный
невъздьржаниѥ,невоздержанность
невъздьржьливъ,невоздержный
невъзхластаныи,необузданный
невъороуженыи,безоружный
неграмотьнъ,неграмотный
недвижьно,неподвижно
недоброчьстьныи,нечестивый
недовѣдимыи,непостижимый
недовѣдомо,непостижимо
недоношеныи,недоношенный
недоплатити,недоплатить
недостиженьѥ,непостижимость
недроуголюбивъ,недружелюбный
недѣтельнъ,бездеятельный
незавьртъ,незакрытый
незъваныи,незваный
незълопомьнѧщь,незлопамятный
неизбытьнии,неизбывный
неизконьчаѥмъ,бесконечный
неизправлѧѥмъ,неисправимый
неизтъщимыи,неистощимый
неизцѣльныи,неизлечимый
некрьстьяныи,некрещеный
немилованьѥ,немилость
немъногоглаголаниѥ,немногословие
немъногопытьныи,нелюбопытный
немьркоущии,немеркнущий
немьрцающии,немеркнущий
ненаказанѣи,неразумнее
ненаоученыи,ненаученный
ненареченъ,неназванный
ненасыщаѥмыи,ненасыщающий
ненасыщенъ,ненасытный
неначальствиѥ,безначалие
необновленъ,необновленный
необоувенъ,необутый
необоузданиѥ,необузданность
необоуздаѥмъ,необузданный
необоуменьныи,необъятный
необратьно,безвозвратно
необрѣзаньѥ,необрезание
необрѣтениѥ,ненахождение
необъдьржимыи,безудержный
необьятыи,необъятный
неомѣримъ,неизмеримый
неоскърблѧѥмыи,неомрачаемый
неосѧжемъ,неосязаемый
неотъимьнъ,неотъемлемый
неотъпоущеныи,непрощаемый
неотъсоуждаѥмъ,неосуждаемый
неотътьржьно,неотступно
неотъѥмлемъ,неотъемлемый
неоувѧдьно,неустанно
неоугасимыи,неугасимый
неоугонимъ,неизгоняемый
неоудобьнопобѣдимыи,непобедимый
неоудобьпроходимыи,труднопроходимый
неоумъвеныи,немытый
неоусквьрненъ,неоскверненный
неоутолимыи,неутолимый
неоутомленьныи,невоздержанный
неоцѣщеныи,неочищенный
непечениѥ,невыпекание
неповиномыи,непокорный
непогребенъ,непогребенный
непогрѣшениѥ,непогрешимость
непогрѣшенъ,непогрешимый
непознаваѥмъ,неузнаваемый
непокорьно,непокорно
непомыслимыи,непостижимый
непосрамьнъ,непосрамленный
непостижьнѣ,непостижимо
непостояньно,безостановочно
непостоупьно,неподвижно
неправѣ,неправедно
непредѣленыи,неделимый
непремълчьно,неумолчно
непремѣнимыи,неизменный
непреслоушаниѥ,неослушание
непреставлѧѥмъ,непрерывный
непретьрпимыи,нестерпимый
непреходимыи,непроходимый
непречеловѣкыи,бесчеловечный
неприкосновьныи,неприкосновенный
неприлежьно,небрежно
неприрочьныи,непорочный
неприсѧжемъ,неприступный
нерадивыи,нерадивый
неразкаѥмыи,нераскаявшийся
неразпоустьныи,нерасторжимый
неразсоудьныи,безрассудный
неразтьрженьно,нерасторжимо
неразходьныи,неразрывный
неразчесанъ,нерасчесанный
нероздѣльно,неразлучно
нерозчесанъ,нерасчесанный
нероукотвореныи,нерукотворный
неръпътьныи,безропотный
несверѣпыи,несвирепый
несловьныи,неразумный
неслоушаниѥ,непослушание
несребролюбьникъ,бессребреник
нестыдъкъ,бесстыдный
несъдьржаньно,неудержимо
несъмоущеныи,неслиянный
несънѣдьныи,несъедобный
несѣяныи,несеяный
нетроудьнолюбьно,нетрудолюбиво
нетъканыи,нетканый
нетьрпѣливъ,нетерпеливый
неходатаиствьно,непосредственно
нехрьщенъ,некрещеный
нецѣломоудрьно,нецеломудренно
нецѣломоудрьствьнъ,нецеломудренный
нечистословиѥ,сквернословие
низъвлачитисѧ,низвергаться
низъпадати,падать
низъречи,изречь
низъриноутисѧ,низвергнуться
никаковъже,никакой
никаковыи,никакой
никакыиже,никакой
никаможе,никуда
никогда,никогда
никогдаже,никогда
николиже,никогда
никоудаже,никуда
никъдеже,нигде
никъды,никогда
ниотъкоудоуже,ниоткуда
новооуставленыи,нововведенный
новоражаѥмыи,новорожденный
новородитисѧ,народиться
ночьлѣгъ,ночлег
нравооученыи,нравоучительный
обанѧниѥ,обоняние
обетъшаныи,обветшалый
обинениѥ,обвинение
обинѧти,обвинять
обисѣдѣти,обитать
обитѣльница,обитель
облагодѣиствованъ,облагодетельствованный
обльгьчаниѥ,облегчение
обнажити,обнажить
обозьяна,обезьяна
обонѧниѥ,обоняние
обоуватисѧ,обуваться
обоувь,обувь
обоумореныи,обессиленный
обоуморити,сморить
обоутисѧ,обуться
обоучениѥ,обучение
обрадованѣ,радостно
оброубити,отрубить
оброучитисѧ,обручиться
обръздати,обуздать
обрътити,обуздать
объвьдовѣти,овдоветь
объжечи,обжечь
обьяритисѧ,разъяриться
обьятиѥ,объятие
обѣшеныи,повешенный
обѣщаньнъ,обещанный
обѧтисѧ,обвиться
обѧтиѥ,объятие
оглаголемыи,обвиняемый
оглоушати,оглушать
оглъхноути,оглохнуть
огневидьнъ,огнеподобный
огнезрачьнъ,огнеподобный
огнеслоужитель,огнепоклонник
ограблѧти,грабить
огрьмѣти,прогреметь
огрѣтисѧ,согреться
одеждѧ,одежда
одѣяло,одеяло
одѣятисѧ,одеваться
ожеститисѧ,ожесточиться
ожечисѧ,обжечься
ожигати,обжигать
окиянъ,океан
окоупати,выкупать
окоупити,выкупить
окоушениѥ,искушение
окрильѥ,крыльцо
окръвавлѧти,окровавливать
ольшина,ольшаник
омахало,опахало
омоутъ,омут
оногда,тогда
опаланиѥ,полыхание
опечалениѥ,огорчение
опиватисѧ,напиваться
опороучати,поручать
опоухноути,опухнуть
опочиноути,отдохнуть
оправитиса,оправдаться
оправлѧти,исправлять
опретисѧ,опереться
освѣщаѥмъ,освещаемый
освѣщеныи,освещенный
оседьлати,оседлать
осетрина,осетрина
осияньѥ,сияние
осинѣти,посинеть
оскакати,отскакивать
осквьрнѧти,осквернять
оскоулѧти,оскорблять
оскърбьнъ,скорбный
ослоушьникъ,ослушник
осмьдесѧтьныи,восьмидесятый
осмьсътьныи,восьмисотый
осоленъ,посоленный
осоушивати,осушать
осребреныи,посеребренный
остаяти,оставлять
оставлѧѥмыи,оставляемый
остать,остаток
остоупьникъ,отступник
острижениѥ,подстригание
остричи,остричь
острономъ,астроном
осъмотрѣти,осмотреть
осѣвати,засевать
осѧжемыи,осязаемый
осѧженьѥ,осязание
отвьрдити,утвердить
отребити,очистить
отъвезти,отвезти
отъвлечимъ,отвлекаемый
отъвьрженыи,отвергнутый
отъвьсоудоу,отовсюду
отъвьсюда,отовсюду
отъвѣтати,отвечать
отъганѧти,отгонять
отъгонѧти,прогонять
отъдаяниѥ,воздаяние
отъклонениѥ,отклонение
отъкоупити,выкупить
отълагаѥмыи,отвергаемый
отъломитисѧ,отломиться
отъмѣрити,отмерить
отъмѣтавати,отвергать
отъниманиѥ,отнятие
отъносити,уносить
отъовоудоу,оттуда
отъплатитисѧ,отплатить
отъплоути,отплыть
отъпоужатисѧ,отпугиваться
отъпоущеныи,отпущенный
отъпрострети,распространить
отъраживати,отвергать
отърастити,вырастить
отъреченьныи,запрещенный
отъригати,изрыгать
отъриноутель,гонитель
отърѣзывати,отрезать
отъслоушати,прослушать
отъсоужениѥ,осуждение
отъсоуженыи,осужденный
отъстояниѥ,отдаление
отъстоупатисѧ,отказываться
отъстоупьникъ,отступник
отъсьде,отсюда
отъсѣщениѥ,отсечение
отътъргноутисѧ,оторваться
отътърженъ,отторженный
отътьргати,расторгать
отътьргновенъ,отстраненный
отътьргноутисѧ,оторваться
отъчисти,отсчитать
отъѣздъ,отъезд
отъѥмлемыи,отъемлемый
отьцеоубиица,отцеубийца
отьчегоубитель,отцеубийца
отѧжьчениѥ,утяжеление
охаблѧти,ослаблять
охватити,обхватить
охоудѣвати,оскудевать
охранитель,хранитель
охъ,ох
оцѣпноути,оцепенеть
ошитъ,обшитый
пакыпорождениѥ,возрождение
панфиръ,пантера
паоукъ,паук
паоучина,паутина
паствина,пастбище
пастоухъ,пастух
пастоушьскыи,пастушесский
пелепелъка,перепелка
перевезтисѧ,переправиться
передаватисѧ,сдаваться
передити,опередить
перековатиса,оковаться
переписывати,перемечивать
переплѣтати,переплетать
перепьсати,переписать
перестрашенъ,перепуганный
перестрѧти,переждать
пересъмотрѣти,пересмотреть
пиявица,пиявка
пияныи,пьяный
пияньство,пьянство
плезти,ползти
плеще,плечо
плодотвореньѥ,плодоношение
плотьничьствовати,плотничать
плоугарь,пахарь
плоугъ,плуг
плюноути,плюнуть
плѣшивъ,плешивый
поблѣдѣвати,бледнеть
повиновеныи,подчиненный
повъторѧти,повторять
повыкноути,привыкнуть
повьседьниныи,постоянный
повьсюдоу,повсюду
погноѥньѥ,нагноение
погоубитель,губитель
погоубитисѧ,погибнуть
погреноути,отменить
подаватисѧ,дароваться
подавленъ,придавленный
подалече,подальше
податиѥ,подаяние
подромъ,ипподром
подроуга,подруга
подроужьнии,дружеский
подроумиѥ,ипподром
подъяти,поднять
подъвѣяти,овеять
подъвѣваѥмъ,овеваемый
подъгрызаѥмыи,подгрызаемый
подъкланѧтисѧ,подчиняться
подъкованъ,подкованный
подъкоупити,купить
подъль,вдоль
подъножиѥ,подножие
подъньныи,донный
подъпаденьѥ,подчинение
подъпретисѧ,опереться
подъпълзати,подползать
подътвьрдиѥ,подпора
подъшитыи,вышитый
пожьженъ,сожженный
позаоутръкати,позавтракать
позвьнѣти,зазвенеть
поздо,поздно
позѧбноути,померзнуть
поиматиса,взиматься
показаныи,показанный
показаѥмъ,показываемый
авгостъ,август
аворъ,явор
адамашка,камка
адъ,ад
ажьно,точно
азбука,азбука
акровистиѥ,акровистие
алтарь,алтарь
антифонъ,антифон
афродисия,афродита
багрити,обагрять
бановьна,бан
барановыи,бараний
бархатель,бархат
безаконьникъ,закон
безаяпьныи,внезапный
безвластьныи,власть
безвѣрьникъ,безбожник
безжиловати,обессиливать
безимѣньныи,бедный
безличныи,безразличный
безлобьщьно,возможно
безмочьство,бедность
безмълвьникъ,отшельник
безмысльно,мысль
безмьстьныи,месть
безнадежьникъ,надежда
безначальныи,начало
безобразьныи,образ
безочьство,бесстыдство
безумьныи,безумный
безумьство,безумство
безутѣшьныи,неутолимый
бердышьникъ,бердыш
бережане,берег
бережениѥ,обеспечение
бережьць,бережок
беременьныи,беременный
бересто,береста
бесапогыи,сапог
бесварьныи,свара
бесерменьство,магометанство
бесказньныи,безнаказанный
бесквасьныи,квас
бесквьрьныи,скверна
бесквьрьньныи,скверна
бесконьныи,бесконечный
бескровьныи,кров
бескъзньныи,козни
беславиѥ,слава
беспагубиѥ,пагуба
беспениѥ,пеня
бесплавьныи,плав
бесплодиѥ,плод
бесплодьныи,бесплодный
бесплътьныи,бесплотный
бесплътьнѣ,плоть
беспользьныи,бесполезный
беспомощьныи,беспомощный
беспорочьныи,непорочный
беспосудьно,посуда
бесправьдовати,правда
бесприкладьныи,несравненный
беспричастьныи,непричастный
беспрѣстаньныи,непереставаемый
беспутиѥ,путь
беспутьныи,путь
бесрамъкъ,срам
бесребрьникъ,серебро
беставьныи,состав
бестрастиѥ,страсть
бестрастьныи,бесстрастный
бестрахованиѥ,бесстрашие
бестрашиѥ,бесстрашие
бестрашьныи,неустрашимый
бестудовати,бесстыдствовать
бестудъ,бестыдник
бестудьно,бесстыдно
бестудьныи,бесстыдный
бестудьство,бесстыдство
бестудьствовати,бесстыдствовать
бестудьць,бесстыдник
бестуньникъ,бесстыдник
бесудьныи,судебный
бесхвалениѥ,хваление
бесхвостьнъ,бесхвостый
бесцарьныи,царь
бесцѣньныи,бесценный
бесчада,чадо
бесчадьныи,бездетный
бесчиновати,вести
бесчисльно,число
бесчисльныи,бесчисленный
бесчисменьныи,бесчисленный
бесчьствиѥ,бесчестие
бесчьстьныи,бесчестный
бесчьстьнѣ,бесчестно
бесъвѣстьныи,бессовестный
бесъгласиѥ,несогласие
бесъмьртиѥ,бессмертие
бесъмьртьныи,бессмертный
бесѣдьникъ,собеседник
бивати,бить
бирюза,бирюза
битисѧ,бить
благовѣрьно,набожно
благовѣрьствиѥ,благочестие
благовѣрьство,благочестие
благодарити,одарять
благодариѥ,благодарность
благодарьствьнѣ,благодарность
благодатель,благодетель
благодатьныи,благодать
благодѣтельныи,благодатный
благодѣтьникъ,благодать
благодѣяниѥ,благодеяние
благожитиѥ,благополучие
благокореньныи,укоренять
благолѣпота,красота
благоплодиѥ,плодородие
благоповиновениѥ,повиновение
благополучати,получать
благополучьливыи,благополучный
благопослушливыи,послушный
благоприятьныи,приятный
благопрѣбываниѥ,пребывание
благословесити,говорить
благословествовати,благовещать
благословитися,благословлять
благоутвьрдитисѧ,утверждаться
благоуханиѥ,благоухание
благочиньныи,правильный
благочьстиѥ,благочестие
блажнятися,обижаться
блазна,соблазн
блазѣ,благо
ближаи,близкий
ближии,близко
ближьнии,ближний
близночьныи,близнец
блудьство,глупость
блуждати,идти
бльскъ,блеск
блюдьце,блюдо
блѣдыи,бледный
богатина,богач
богатичищь,богач
богатичьна,богач
богатырь,богатырь
богобоязнивыи,богобоязненный
боголюбимыи,любимый
боголѣпѣ,бог
богомирьныи,мирный
богообразьныи,подобный
богоотлучениѥ,отлучение
богопоручити,поручать
богословесьныи,божественный
богословити,славить
богосъбраньныи,собранный
богоугодьныи,угодный
богоугожениѥ,угождение
богоутроба,утроба
богоявленыи,явленный
богоявленьскыи,богоявление
божии,бог
божьство,место
бозаръ,базар
болии,больший
больно,сильно
болярычьна,боярин
болярьство,боярство
болярьць,боярин
болѣдовати,болеть
болѣзновати,больной
болѣзнь,болезнь
боранина,баран
боранъ,баран
борениѥ,борьба
борокъ,бор
борона,оборона
боротисѧ,биться
боязнь,боязнь
боярьць,боярин
браныи,тканый
братанъ,брат
братисѧ,биться
братолюбьць,брат
братоненавидѣниѥ,ненависть
браточинъ,брат
братъсестра,сестра
братьщина,община
бридость,терпкость
бритисѧ,бриться
бродити,бродить
брощити,красить
бръвь,бровь
бръздити,править
брьвьньце,бревно
брѣгъ,берег
бубъница,бубен
букы,буква
бъдрьствовати,бодрствовать
бързина,быстрина
бъчька,бочка
бывати,бывать
бьрньныи,грязный
бѣглыи,беглый
бѣгльць,беглец
бѣгывати,сбегать
бѣлыи,белый
валятисѧ,валяться
вапьница,банка
вапьсати,мазать
вареникъ,камень
варовати,защищать
варъ,жар
варьница,варка
веденица,наложница
велемудрыи,мудрый
великолѣпьныи,великий
величатисѧ,величаться
величьство,величие
вельтьрпѣливыи,терпеливый
велѣниѥ,веление
вепрь,вепрь
веревъка,веревка
веревъка,мера
вередъ,вред
веремѧ,время
веселиѥ,веселие
веселоватисѧ,радоваться
весельно,смело
ветъхыи,ветхий
ветъшанъ,ветхий
ветъшина,ветхость
видомыи,видимый
видѣти,видеть
вила,вилы
вино,вино
виновати,признавать
виноградъ,виноградник
виноградъ,виноград
винопивьць,вино
винопитиѥ,вино
виньныи,вино
владарь,владыка
владычьство,власть
владычьствовати,властвовать
владьствовати,начальствовать
владѣти,владеть
властельникъ,участник
властитель,властелин
властолюбьць,власть
власть,власть
властьца,волость
вода,вода
водитисѧ,водить
водица,вода
водопиица,вода
водоточь,проток
водоточьныи,обильный
водѧныи,водяной
возмятениѥ,волнение
воискыи,военный
волгатисѧ,ворваться
волостель,правитель
волость,власть
воля,воля
ворожениѥ,ворожба
ворожити,ворожить
вороныи,комолый
ворота,ворота
воротьца,ворота
вощьникъ,воск
вощьныи,вощеный
воѥводичь,воевода
воѥводьствовати,воевода
врагъ,враг
вражьдовати,вражда
вражьдьныи,враждебный
врати,врать
вратити,вращать
вратитися,обращаться
врѣдити,вредить
врѣдьныи,вредный
врѣждатисѧ,вредить
врѣмѧ,время
въбрънитисѧ,вооружаться
въгажати,угождать
въгодиѥ,выгода
въгородити,городьба
въданиѥ,даяние
въдовьство,вдовец
въжделѣньныи,желанный
възаконити,узаконивать
възбѣгати,взбегать
възвѣстити,возвещать
възвѣщениѥ,сообщение
възговорити,наговаривать
възголовиѥ,изголовье
въздати,воздавать
въздвигати,воздвигать
въздвигнутисѧ,подвигаться
въздвижениѥ,возбуждение
въздвизати,воздвигать
въздорьныи,вздорный
въздразити,возражать
въздрѣматисѧ,задремать
въздѣвати,надевать
въздѣвитисѧ,становиться
въздѣлати,возделывать
възиматисѧ,подниматься
възирати,взирать
възлюбити,полюбить
възмьстити,возмещать
възникновениѥ,восстановление
възноситисѧ,возвышаться
възношениѥ,подношение
възнѣговати,воспитывать
възоръ,взор
възрадоватисѧ,обрадоваться
възрастениѥ,возрастание
възрасти,вырастать
възрастъ,возраст
възревновати,ревновать
възрыдати,зарыдать
възрыдатисѧ,зарыдать
възъпити,возопить
възывати,созывать
възѧтъка,взятка
въину,всюду
въкладывати,влагать
въключити,включать
въкраина,окраина
въкраиница,окраина
въкупь,вкупе
въкупѣ,вкупе
въкусъ,вкус
въкушати,вкушать
въкушивати,вкушать
вълхвовь,слово
вълхвовьныи,волшебный
въмѣстилище,вместилище
въназапады,запад
въноситисѧ,вносить
вънука,внук
вънучькъ,внук
вънѧтьнѣ,понятно
въображати,воображать
въображатисѧ,изображать
въображениѥ,изображение
въобразити,воображать
въоружати,вооружаться
въписати,вписывать
въпль,вопль
въпрашаниѥ,вопрошание
въпрѧжь,упряжь
въпущати,впускать
въравьнитисѧ,сравниваться
въсадьникъ,спутник
въселеная,вселенная
въселитисѧ,поселяться
въсияти,засиять
въскладати,накладывать
въсколѣбатисѧ,заколебаться
въскрьсьныи,воскресный
въскърмити,вскармливать
въслѣдованиѥ,наследование
въслѣдовати,преследовать
въсморчати,вбирать
въспивати,восклицать
въсписати,писать
въсплакатисѧ,расплакаться
въсплашити,всполошить
въсплашитисѧ,всполошиться
въсплескати,зашелестеть
въсплути,всплывать
въсполити,распалять
въспоминаньливыи,припоминать
въспомѧнути,напоминать
въспомѧнутисѧ,опоминаться
въспоплъзатисѧ,спотыкаться
въспоплъзнутисѧ,спотыкнуться
въспѣниѥ,пение
въставати,восставать
въставлѧти,направлять
въстати,вставать
въстаяти,восставать
въструблѧти,трубить
въступитисѧ,вступаться
въстъкнути,вставлять
въсходьныи,восходящий
въсхыщати,похищать
въсшататисѧ,возмущаться
въсылати,отсылать
въсѣдати,сидеть
въчастокъ,участок
въшеретьныи,шерстяной
въюкъ,тюк
выведьщикъ,выводить
вывлѣкати,извлекать
выводити,приводить
выгнати,выгонять
выгорѣти,сгорать
выгрести,выходить
выдавати,выдавать
выдати,выдавать
выдухати,дуть
выимати,вынимать
выискывати,изыскивать
вылазити,вылазить
выломити,выбивать
вынизати,вынимать
вынимати,вынимать
выньзти,вынимать
выпечатати,отпечатывать
выполаскывати,вымывать
выправити,поправлять
выправитисѧ,выходить
выпрашивати,требовать
выпроводити,выпроваживать
выпрѧтати,вынести
выручити,выручать
высадити,высаживать
высина,вышина
выскочити,выходить
высоко,высота
высоковьрхыи,высокий
высоколетьныи,высоко
высокомудрыи,мудрый
высокомысльныи,возвышенный
выстояниѥ,стояние
выступити,выступать
высълати,посылать
высь,высь
вытъпътати,вытаптывать
вытъргнути,отторгать
выходъ,выход
выходьныи,выход
вычениѥ,учение
вышегородьць,город
выяти,взять
вьрстати,верстать
вьртѣтися,вертеться
вьрховьнии,верхний
вьрховьникъ,начальник
вьрхотворьць,творец
вьрхъ,верх
вьсевидьць,видеть
вьсегубитель,губитель
вьседьневьныи,ежедневный
вьседьржатель,держать
вьседьржитель,вседержитель
вьседьржительство,всемогущество
вьседѣтель,создатель
вьсеистиньныи,истинный
вьсемощьныи,мощный
вьсеобразьныи,многообразный
вьсеоружиѥ,вооружение
вьсеоружиѥ,всеоружие
вьсеплодиѥ,плод
вьсепронырьство,пронырство
вьсесъвьрьшеныи,всесовершенный
вьсецьркъвьныи,церковь
вьсечудьныи,чудесный
вьсечьстьныи,честный
вьсьма,весьма
вьсякыи,всякий
вьсяческыи,всяческий
вьсячьскы,всячески
вѣверица,векша
вѣдати,ведать
вѣдовьскыи,колдовской
вѣдовьство,колдовство
вѣдро,ведро
вѣдьство,волшебство
вѣкъша,векша
вѣновати,давать
вѣньць,венец
вѣньчаватисѧ,венчаться
вѣньчатель,венчать
вѣньчати,венчать
вѣра,вера
вѣчии,вече
вѣчьновати,вечно
вѣшати,вешать
вѣятель,ветер
вѣяти,веять
гаданиѥ,гадание
гадити,гадить
гееньна,геенна
главьня,головня
гласити,гласить
глиняныи,глина
глубиньныи,глубинный
глубле,глубина
глубьныи,глубинный
глумъ,шум
глухыи,глухой
глѧдѣти,глядеть
гнилыи,гнилой
гнои,гной
гноиныи,гнойный
гнусьство,гнусность
гнѣвьныи,гнев
гоготати,гоготать
годитися,годиться
годовати,проживать
годъ,год
гоити,жить
головьство,голова
головьщина,голова
голодьныи,голодный
гололедъ,гололедица
голубичищь,голубь
голѣнатыи,голенастый
голѣнь,голень
гомъзити,ползти
гонениѥ,гонение
гонитисѧ,гонимый
гончаръ,гончар
гора,гора
горазьно,хорошо
горе,горе
горесть,горечь
горина,горный
горностаиныи,горностаевый
городище,город
городьныи,городской
городьчанинъ,горожанин
горькочадьныи,горечь
горьнии,горный
горьница,комната
горьнъка,горенка
горьскыи,горный
горьчица,горе
горьчѣе,горький
горюха,горчица
господьнии,господь
господьство,государь
господьство,могущество
господьствьныи,господь
госпожинъ,госпожа
госпожькинъ,госпожа
гостиница,гостиница
гостинъ,гость
гостиньныи,гостевой
гостьбьникъ,гость
государевъ,государь
государь,государь
государьство,государь
готовати,уготовлять
готовизьна,провиант
граблениѥ,ограбление
градежь,ограда
градити,городить
градъ,ограда
грамада,громада
грамотьныи,грамотный
грань,грань
гребьнь,гребень
грезити,грезить
грезно,гроздь
гриманиѥ,гром
гробъ,гроб
гробьныи,гроб
грозьнѣ,грозно
громогласьныи,громогласный
грошь,грош
груда,груда
груди,грудь
грудь,грудин
грузити,грузить
грустоко,жестоко
грустокыи,жестокий
грызтисѧ,вгрызаться
грьмѣти,греметь
грѣти,греть
грѣхъ,грех
грѣшьничь,грешник
грѧза,грязь
грѧзнути,тонуть
грѧзь,грязь
губа,губа
гугнявыи,гнусавый
гужениѥ,гудение
гусакъ,гусь
гусльныи,гусли
гусопаша,гусь
густобрадыи,густой
густовласыи,густой
гънутисѧ,гнуться
гърдость,гордость
гърдыньныи,гордыня
гърдѣниѥ,гордость
гърло,горло
гъртань,гортань
гыбель,гибель
гыбельныи,гибель
давити,давить
давывати,давать
дале,далеко
далече,далеко
далечь,далекий
даноплатець,дань
дань,дар
даньникъ,дань
даньничь,дань
даньскыи,дань
даньщикъ,дань
дароватисѧ,даровать
даръ,дар
датель,податель
даяти,давать
дважьды,два
двековати,жевать
двинути,двинуть
двогубь,двое
дводушьныи,двуличный
двоица,двоица
двоичьныи,двоичный
двоконьныи,конь
дволичьныи,двоедушный
двоплодьныи,плод
дворище,двор
дворометарь,дворник
дворъ,дом
дворьныи,двор
дворьчанинъ,двор
двоя,два
двоязычьникъ,двуязычный
двоѥгубь,двое
двусаженыи,сажень
девѧтины,день
девѧтью,девять
дектѧрь,деготь
деревеньщикъ,деревня
дернъ,дерн
десѧтижды,десять
десѧтиньникъ,десятина
десѧтиньныи,десятина
десѧтъкъ,десятина
десѧтыи,десять
десѧтьникъ,десятник
дивьныи,дивный
дивьнѣ,дивно
дияконица,дьякон
дияконицевъ,дьякон
дияконьствиѥ,дьякон
дияконьство,дьякон
диячькъ,дьячок
добелыи,дебелый
добивати,добивать
добиватисѧ,добиваться
добити,добивать
добробрадъ,борода
добродарьствиѥ,евхаристия
добродѣи,добро
добродѣѥць,добро
